type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,sanitized_property_summary
single_family,,870000.0,1525.0,1.0,4.0,2.0,2.0,2.0,2.0,1956.0,"4-bedroom, 2-bath home (1,525 sq ft) on a generous 7,286 sq ft lot. Prime location with easy access to shopping, dining, freeways. Move-in ready with instant charm and tremendous upside."
single_family,,1125000.0,1715.0,2.0,3.0,3.0,1.0,2.0,2.0,2006.0,"3 bedroom, 2.5 bath home on 5,480+/- sq ft lot. Open floor plan allows the kitchen to flow seamlessly into the living area. New carpet has been installed in the primary bedroom, closet, and stairway."
condos,condo,1300000.0,1539.0,1.0,2.0,3.0,3.0,3.0,,2005.0,"Nestled on a picturesque, tree-lined street this home is on close proximity of vibrant shops and restaurants. Located in a boutique seven-unit building with elevator access, constructed in 2005."
single_family,,658178.0,2345.0,2.0,4.0,3.0,3.0,3.0,2.0,,"4 bedrooms, 3 baths in a newest community. Enjoy outdoor living in your private rear yard. Take advantage of the near by parks, walking trails, and lakes."
land,,55000.0,,,,,,,,,"63-acre vacant lot located half a mile away from the Whitewater. The property already has water run to the land, a major head start for future development. Enjoy open desert surroundings with mountain views."
single_family,,499000.0,1767.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0,"Built in 1960, this well-maintained home features 3 bedrooms and 2 bathrooms, a spacious living room, and a large family room with open beam ceilings. The home showcases timeless mid-century character with large picture windows that bring in abundant natural light."
single_family,,475000.0,698.0,1.0,2.0,1.0,1.0,1.0,,1922.0,"Located in a historic and culturally vibrant neighborhood, youll appreciate the close proximity to local markets. This property is a fantastic opportunity for first-time buyers looking to own in a centrally located community at an exceptional value."
single_family,,990000.0,1604.0,1.0,3.0,3.0,2.0,2.0,2.0,1995.0,"3-bedroom, 2.5-bathroom home offers 1,604 sq ft of comfortable, well-designed living space. Central forced-air gas heating ensures year-round comfort. Tile and vinyl flooring throughout provide a stylish, low-maintenance finish."
single_family,,2595000.0,1462.0,1.0,3.0,2.0,2.0,2.0,,1923.0,"3-bedroom, 2-bathroom home located in prestigious neighborhood. Modern updates throughout, offering a perfect blend of luxury and comfort. Open floor plan is designed for easy living and entertaining."
townhomes,townhouse,1939000.0,2225.0,2.0,3.0,3.0,2.0,2.0,2.0,2001.0,"The home boasts three bedrooms and two and a half bathrooms, providing ample space and comfort. The living areas feature a thoughtfully designed open-concept layout, seamlessly connecting the living room, dining room, and family room to the updated kitchen. Step out onto the private patio from the primary suite to enjoy the breathtaking sunsets."
single_family,,725000.0,819.0,1.0,2.0,1.0,1.0,1.0,1.0,1954.0,"Almost everything about this home has been upgraded in the past 2 years. Quartz Counters, Stainless Steel Appliances. Double Pane Windows throughout home. with Covered Patio."
condos,condo,314999.0,682.0,1.0,1.0,1.0,1.0,1.0,,2004.0,"This newly remodeled, spacious second-story one-bedroom condo is being sold fully furnished. The property is currently operating as a successful short-term rental within. The home will transfer with all existing reviews across major booking platforms."
mobile,,420000.0,1700.0,,2.0,2.0,2.0,2.0,,1975.0,"Built in the 1970s, the home does need updating, making it ideal for buyers looking to customize and add value. The community features resort-style amenities including a clubhouse, pool, spa, fitness center, and more."
condos,condo,920000.0,1611.0,1.0,3.0,3.0,3.0,3.0,3.0,2022.0,Property features standard residential amenities and layout.
single_family,,739999.0,1144.0,1.0,4.0,2.0,2.0,2.0,2.0,1962.0,"This 4-bedroom, 2-bath home offers a perfect blend of comfort, functionality, and outdoor enjoyment. Recent upgrades include a newer AC unit and furnace, enhancing both comfort and energy efficiency. Step outside to your private backyard oasis, complete with a sparkling pool resurfaced with durable pebble tec plaster in 2022."
single_family,,499900.0,1969.0,2.0,5.0,3.0,3.0,3.0,2.0,1988.0,"5-bedroom, 3-bathroom residence feels like new from top to bottom. Resort-inspired backyard feels like your own private park-lush, mature trees, and a generous covered overhang."
single_family,,1588000.0,1973.0,2.0,5.0,3.0,3.0,3.0,2.0,1966.0,"Perched in a serene hilltop setting, this spacious five-bedroom, three-bath home offers exceptional privacy, comfort, and convenient access to major freeways and city amenities. Situated on an expansive 15, 700+ square foot lot, the property provides rare indoor-outdoor living."
multi_family,,1195000.0,3136.0,2.0,8.0,4.0,4.0,4.0,,1956.0,"All units are significantly under market, offering investors a clear and achievable path to increasing rents. Comparable 2-bedroom units in Vista submarket command substantially higher rents, creating strong day-one and near-term upside."
condos,condo,3295000.0,2490.0,1.0,3.0,4.0,1.0,3.0,,1982.0,"The ultra-exclusive, ""A"" class condominium high-rise was conceived to create an environment fulfilling the needs & complimenting the lifestyle of estate residents while providing the utmost security, privacy and quality."
single_family,,699999.0,2032.0,1.0,3.0,2.0,2.0,2.0,3.0,2000.0,"Single-story home in the highly desirable community just minutes from the beautifully maintained. The backyard is truly one of a kind, showcasing a custom koi pond with tranquil water features, mature landscaping, and a charming gazebo. Located near parks, shopping, dining, and freeway access, this well-kept residence offers the best of suburban living with a resort-style backyard."
single_family,,1995000.0,3520.0,2.0,4.0,4.0,4.0,4.0,3.0,2018.0,"Handcrafted woodwork, elegant crown molding, solid farmhouse doors, and rich hardwood floors create a warm, elevated atmosphere throughout. Andersen dual-pane windows flood the home with natural light while enhancing energy efficiency and year-round comfort."
single_family,,645900.0,2091.0,2.0,4.0,3.0,3.0,3.0,2.0,2003.0,"Turnkey Rancho Bella Vista Beauty! Gorgeous home in the prestigious comm top rated. This versatile floor plan includes a full bathroom downstairs and space for a main-level bedroom with direct bath access. Close to major shopping centers, family parks, and the highly acclaimed."
land,,129900.0,,,,,,,,,"Beautiful 5-acre property with breathtaking views in a highly desirable location. This fully improved parcel has it all-electricity, private water well, storage containers, and an existing house."
mobile,,238000.0,1736.0,1.0,2.0,2.0,2.0,2.0,,1976.0,"The home features a brand-new flat roof, energy-efficient HVAC system, dual-pane windows, new plumbing, new water heater, and LED recessed lighting throughout. A dedicated laundry room and utility room add daily convenience."
land,,59500.0,,,,,,,,,"This 2.5-acre parcel offers endless potential in a highly desirable location. Enjoy clear star-filled skies, fresh air, and mild seasons, all while escaping the congestion and smog of city life. Nature lovers will appreciate the nearby hiking, biking, and outdoor recreation opportunities."
land,,19500.0,,,,,,,,,"Nestled just south of and approximately one mile north of 74, this property offers both privacy and accessibility in one of most scenic mountain communities. Surrounded by expansive mountain views, fresh alpine air, and tranquil natural beauty, this parcel provides the ideal setting for a custom home."
single_family,,940000.0,2238.0,2.0,3.0,3.0,2.0,2.0,2.0,1968.0,"3-bedroom, 2.5-bathroom home features numerous upgrades and is located near and. The main level boasts a beautiful marble floor entrance leading into a living room with recessed lighting and a double-sided fireplace. Upstairs, the sunlit primary bedroom includes a walk-in closet and an ensuite bathroom."
mobile,,179000.0,700.0,1.0,2.0,2.0,2.0,2.0,,1972.0,"This 2-bedroom, 2-bath home features an enclosed patio and new flooring throughout. The property sits on a very large lot with endless potential. With a low space rent of $797 a month!"
single_family,,595000.0,1894.0,2.0,4.0,3.0,3.0,3.0,2.0,1991.0,"4 bedrooms, 3 bathrooms, and 1,894 square feet of beautifully maintained living space. Recently remodeled kitchen features granite countertops, soft-close cabinetry, and a clean, modern design. Enjoy the added value of paid-off solar, providing energy efficiency and long-term savings."
single_family,,4995000.0,4596.0,2.0,5.0,5.0,5.0,5.0,2.0,1923.0,"Two-story residence offers sophistication, warmth, and effortless indoor-outdoor living. Expanded in the 1950s by famed architect, the home retains its distinctive character. Sliding glass walls open to a lush backyard with a expansive grassy lawn, swimmer's pool, putting green."
single_family,,899000.0,1118.0,1.0,2.0,1.0,1.0,1.0,1.0,1923.0,"Single story home has not been offered since 1964. Built by in 1923, with coffered ceilings, crown moulding, and built-ins often found during that era. Two bedrooms and a bonus room perfect for a third bedroom, office, or den."
single_family,,465000.0,2823.0,1.0,5.0,4.0,4.0,4.0,2.0,2005.0,"5-bedroom, 4-bath home located in the beautiful secured gated. Boasting over 2, 800 square feet of living space, in a over 12, 200 square feet lot. Enjoy the breathtaking golf course views from the commodity of your backyard."
townhomes,townhouse,688000.0,1511.0,2.0,3.0,3.0,,2.0,2.0,1987.0,"3 bedrooms and 2.5 bathrooms, including a master suite with its own bath and walk-in closet. The fully remodeled kitchen boasts new soft-close cabinets, quartz countertops, and all new appliances. All bathrooms have been completely remodeled with new vanities, showers, toilets, and tile flooring."
single_family,,365000.0,1238.0,1.0,2.0,2.0,2.0,2.0,1.0,2022.0,"Built in 2022 by a local contractor, this beautifully crafted home offers exceptional quality and custom details throughout. The kitchen features appliances and upgraded lighting, while the living room includes automatic, remote-controlled window treatments. Outside, the fully fenced and landscaped backyard features a putting green, perfect for relaxing or entertaining."
single_family,,579500.0,1683.0,2.0,3.0,3.0,2.0,2.0,2.0,1993.0,"First time on the market in over 32 years, this beautifully maintained home is located in the highly desirable neighborhood. The well-designed floor plan offers 3 bedrooms, a dining room, a loft, and 2.5 bathrooms. The backyard is an entertainer's retreat, complete with a pool and spa."
condos,condo,565000.0,1344.0,2.0,3.0,3.0,2.0,2.0,2.0,1983.0,"3-bedroom, 2.5-bath condo offers 1,344 sq ft of modern living space. Move-in-ready home features a 2-car attached garage, private patio, and washer and dryer."
multi_family,,1150000.0,,2.0,,,,,3.0,2019.0,"This multi-family duplex offers strong income potential and long-term upside in a high-demand rental market. The duplex features two separate units, each with its own private living space and functional layout. Conveniently located near major freeways, public transportation, shopping, schools, and employment centers."
mobile,,300000.0,624.0,,2.0,1.0,1.0,1.0,,1981.0,"This 2-bedroom, 1-bathroom manufactured home presents a to own in at a price point significantly lower than nearby condos. Offering 624 square feet, the home features laminate hardwood flooring, an updated kitchen, updated dual-pane windows, central air and heat."
condos,condo,949999.0,1279.0,2.0,2.0,3.0,2.0,2.0,2.0,1982.0,"Silver Lake Dog Park is in the heart of one of a most dynamic neighborhoods. Just moments from cafes, dining, boutiques, and major freeways - with convenient access to Downtown."
condos,condo,965000.0,1363.0,1.0,2.0,2.0,2.0,2.0,,1963.0,"Luxurious 17th-floor condo with breathtaking, unobstructed views from to the Getty! Full-service building near and. QUIET and serene (away from the noise.). Filled with natural light and jaw-dropping sunsets."
mobile,,159000.0,1440.0,1.0,3.0,2.0,2.0,2.0,,1987.0,"3-bedroom, 2-bathroom home has been lovingly upgraded by the current owners. The exterior was freshly painted within the last two years, and the property features a new fence surrounding the spacious, well-maintained backyard. The home also includes solar, helping reduce electricity costs - especially during those hot summer months."
single_family,,739000.0,1539.0,1.0,3.0,2.0,2.0,2.0,1.0,1950.0,"3-bedroom, 2-bath home blends comfort, functionality, and thoughtful design. The home is wheelchair accessible with no interior steps, a barrier-free shower, and an accessible sink. Located in a well-established neighborhood this home offers the perfect blend of convenience and community charm."
